From,Entry,Entry Name,Protein names,Gene Names,Organism,Organism (ID),Length,Mass,Subcellular location [CC],Signal peptide,Helix,Beta strand,Turn,Fragment,Reviewed
P9WQJ9,P9WQJ9,IRTA_MYCTU,Mycobactin import ATP-binding/permease protein IrtA (EC 7.2.2.-) (Iron-regulated transporter A),irtA Rv1348 MTCY02B10.12,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,859,92966,"SUBCELLULAR LOCATION: Cell inner membrane {ECO:0000269|PubMed:18461140}; Multi-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00441, ECO:0000269|PubMed:18461140}.",,"HELIX 281..285; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 291..305; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 310..322; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 331..374; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 379..384; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 388..394; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 396..406; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 408..429; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 431..436; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 439..452; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 458..478; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 480..485; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 487..489; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 491..508; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 510..512; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 517..520; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 524..540; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 546..548; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 550..555; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 559..570; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 574..586; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 649..654; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 674..676; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 679..683; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 700..704; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 715..718; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 726..730; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 735..737; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 752..762; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 771..773; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 779..781; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 783..791; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 827..830; /evidence=""ECO:0007829|PDB:7WIV""; HELIX 837..841; /evidence=""ECO:0007829|PDB:7WIV""","STRAND 278..280; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 288..290; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 455..457; /evidence=""ECO:0007829|PDB:7WIW""; STRAND 594..596; /evidence=""ECO:0007829|PDB:7WIW""; STRAND 610..617; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 619..623; /evidence=""ECO:0007829|PDB:7WIW""; STRAND 625..629; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 638..642; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 663..665; /evidence=""ECO:0007829|PDB:7WIU""; STRAND 666..669; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 687..689; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 697..699; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 706..708; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 732..734; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 742..745; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 765..770; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 793..800; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 807..809; /evidence=""ECO:0007829|PDB:7WIV""; STRAND 811..825; /evidence=""ECO:0007829|PDB:7WIV""","TURN 306..309; /evidence=""ECO:0007829|PDB:7WIV""; TURN 513..516; /evidence=""ECO:0007829|PDB:7WIV""; TURN 556..558; /evidence=""ECO:0007829|PDB:7WIV""; TURN 655..658; /evidence=""ECO:0007829|PDB:7WIV""; TURN 719..724; /evidence=""ECO:0007829|PDB:7WIV""; TURN 748..750; /evidence=""ECO:0007829|PDB:7WIV""; TURN 774..776; /evidence=""ECO:0007829|PDB:7WIV""; TURN 804..806; /evidence=""ECO:0007829|PDB:7WIV""; TURN 842..845; /evidence=""ECO:0007829|PDB:7WIV""",,reviewed
P9WQK1,P9WQK1,Y986_MYCTU,Uncharacterized ABC transporter ATP-binding protein Rv0986,Rv0986 MTV044.14,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,248,27373,,,,,,,reviewed
P9WQM5,P9WQM5,Y1979_MYCTU,Uncharacterized transporter Rv1979c,Rv1979c MTCY39.40 MTV051.17c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,481,51116,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.,,,,,,reviewed
P9WQN7,P9WQN7,MPT51_MYCTU,MPT51/MPB51 antigen,mpt51 fbpC1 fbpD mpb51 Rv3803c MTV026.08c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,299,31089,SUBCELLULAR LOCATION: Secreted.,"SIGNAL 1..26; /evidence=""ECO:0000255""","HELIX 76..79; /evidence=""ECO:0007829|PDB:1R88""; HELIX 83..87; /evidence=""ECO:0007829|PDB:1R88""; HELIX 116..121; /evidence=""ECO:0007829|PDB:1R88""; HELIX 123..131; /evidence=""ECO:0007829|PDB:1R88""; HELIX 146..157; /evidence=""ECO:0007829|PDB:1R88""; HELIX 177..191; /evidence=""ECO:0007829|PDB:1R88""; HELIX 196..199; /evidence=""ECO:0007829|PDB:1R88""; HELIX 202..204; /evidence=""ECO:0007829|PDB:1R88""; HELIX 208..210; /evidence=""ECO:0007829|PDB:1R88""; HELIX 216..221; /evidence=""ECO:0007829|PDB:1R88""; HELIX 239..242; /evidence=""ECO:0007829|PDB:1R88""; HELIX 246..262; /evidence=""ECO:0007829|PDB:1R88""; HELIX 280..298; /evidence=""ECO:0007829|PDB:1R88""","STRAND 37..43; /evidence=""ECO:0007829|PDB:1R88""; STRAND 48..55; /evidence=""ECO:0007829|PDB:1R88""; STRAND 58..65; /evidence=""ECO:0007829|PDB:1R88""; STRAND 72..74; /evidence=""ECO:0007829|PDB:1R88""; STRAND 90..97; /evidence=""ECO:0007829|PDB:1R88""; STRAND 139..144; /evidence=""ECO:0007829|PDB:1R88""; STRAND 162..169; /evidence=""ECO:0007829|PDB:1R88""; STRAND 225..229; /evidence=""ECO:0007829|PDB:1R88""; STRAND 267..271; /evidence=""ECO:0007829|PDB:1R88""","TURN 44..47; /evidence=""ECO:0007829|PDB:1R88""; TURN 159..161; /evidence=""ECO:0007829|PDB:1R88""; TURN 212..215; /evidence=""ECO:0007829|PDB:1R88""",,reviewed
P9WQN9,P9WQN9,A85C_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85C (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex C) (85C) (Ag85C) (Fibronectin-binding protein C) (Fbps C),fbpC mpt45 Rv0129c MTCI5.03c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,340,36771,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,"SIGNAL 1..45; /evidence=""ECO:0000255""","HELIX 94..98; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 101..105; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 141..146; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 148..157; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 172..182; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 204..214; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 220..224; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 230..234; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 241..246; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 272..290; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 308..317; /evidence=""ECO:0007829|PDB:4QEK""; HELIX 319..326; /evidence=""ECO:0007829|PDB:4QEK""","STRAND 54..61; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 66..73; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 75..82; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 90..92; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 111..115; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 127..129; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 161..163; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 165..169; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 188..194; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 250..254; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 258..260; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 295..299; /evidence=""ECO:0007829|PDB:4QEK""; STRAND 305..307; /evidence=""ECO:0007829|PDB:5KWI""","TURN 62..65; /evidence=""ECO:0007829|PDB:4QEK""; TURN 106..109; /evidence=""ECO:0007829|PDB:7MYG""; TURN 131..134; /evidence=""ECO:0007829|PDB:4QEK""; TURN 184..186; /evidence=""ECO:0007829|PDB:4QEK""; TURN 215..217; /evidence=""ECO:0007829|PDB:4QDX""; TURN 237..240; /evidence=""ECO:0007829|PDB:4QEK""",,reviewed
P9WQP1,P9WQP1,A85B_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85B (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (30 kDa extracellular protein) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex B) (85B) (Ag85B) (Extracellular alpha-antigen) (Fibronectin-binding protein B) (Fbps B),fbpB Rv1886c MTCY180.32,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,325,34581,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,"SIGNAL 1..40; /evidence=""ECO:0000255""","HELIX 90..94; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 97..101; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 137..142; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 144..153; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 167..178; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 200..210; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 216..220; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 227..230; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 237..242; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 264..286; /evidence=""ECO:0007829|PDB:1F0N""; HELIX 304..322; /evidence=""ECO:0007829|PDB:1F0N""","STRAND 48..55; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 60..67; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 75..79; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 86..88; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 107..111; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 126..128; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 131..133; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 157..165; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 183..190; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 246..250; /evidence=""ECO:0007829|PDB:1F0N""; STRAND 291..295; /evidence=""ECO:0007829|PDB:1F0N""","TURN 56..59; /evidence=""ECO:0007829|PDB:1F0N""; TURN 180..182; /evidence=""ECO:0007829|PDB:1F0N""; TURN 233..236; /evidence=""ECO:0007829|PDB:1F0N""",,reviewed
P9WQP3,P9WQP3,A85A_MYCTU,Diacylglycerol acyltransferase/mycolyltransferase Ag85A (DGAT) (EC 2.3.1.122) (EC 2.3.1.20) (Acyl-CoA:diacylglycerol acyltransferase) (Antigen 85 complex A) (85A) (Ag85A) (Fibronectin-binding protein A) (Fbps A),fbpA mpt44 Rv3804c MTV026.09c,Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv),83332,338,35686,"SUBCELLULAR LOCATION: Secreted, cell wall. Cytoplasm.","SIGNAL 1..43; /note=""Tat-type signal""; /evidence=""ECO:0000255""","HELIX 93..97; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 100..104; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 140..145; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 147..156; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 170..181; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 203..213; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 219..223; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 230..233; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 240..246; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 267..289; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 307..316; /evidence=""ECO:0007829|PDB:1SFR""; HELIX 318..325; /evidence=""ECO:0007829|PDB:1SFR""","STRAND 44..46; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 52..58; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 63..70; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 78..82; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 89..91; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 110..114; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 129..131; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 134..136; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 160..168; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 186..193; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 249..253; /evidence=""ECO:0007829|PDB:1SFR""; STRAND 294..298; /evidence=""ECO:0007829|PDB:1SFR""","TURN 59..62; /evidence=""ECO:0007829|PDB:1SFR""; TURN 183..185; /evidence=""ECO:0007829|PDB:1SFR""; TURN 236..239; /evidence=""ECO:0007829|PDB:1SFR""",,reviewed
Q05868,Q05868,MPT51_MYCLE,MPT51 antigen,mpt51 ML0098,Mycobacterium leprae (strain TN),272631,301,31191,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,"SIGNAL 1..36; /evidence=""ECO:0000255""",,,,,reviewed
Q07297,Q07297,SRA_MYCLE,Serine-rich antigen (25L) (45 kDa protein),sra ML0411 MLCL383.14,Mycobacterium leprae (strain TN),272631,408,42466,,,,,,,reviewed
Q07337,Q07337,OSPC_BORBU,Outer surface protein C (pC) (P23),ospC BB_B19,Borreliella burgdorferi (strain ATCC 35210 / DSM 4680 / CIP 102532 / B31) (Borrelia burgdorferi),224326,210,22341,"SUBCELLULAR LOCATION: Cell outer membrane; Lipid-anchor. Cell surface {ECO:0000269|PubMed:20199597, ECO:0000269|PubMed:22433849, ECO:0000269|PubMed:28873507, ECO:0000269|PubMed:8225587}. Note=Expressed in a punctate fashion on a subset of cells in vitro. {ECO:0000269|PubMed:22433849}.","SIGNAL 1..18; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00303""","HELIX 42..75; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 95..113; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 121..140; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 142..145; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 152..159; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 170..195; /evidence=""ECO:0007829|PDB:1GGQ""; HELIX 196..199; /evidence=""ECO:0007829|PDB:1GGQ""","STRAND 79..82; /evidence=""ECO:0007829|PDB:1GGQ""; STRAND 86..89; /evidence=""ECO:0007829|PDB:1GGQ""; STRAND 146..148; /evidence=""ECO:0007829|PDB:1GGQ""","TURN 76..78; /evidence=""ECO:0007829|PDB:1GGQ""; TURN 83..85; /evidence=""ECO:0007829|PDB:1GGQ""; TURN 118..120; /evidence=""ECO:0007829|PDB:1GGQ""; TURN 167..169; /evidence=""ECO:0007829|PDB:1GGQ""",,reviewed
Q0SLZ0,Q0SLZ0,OSPA_BORAP,Outer surface protein A,ospA BafPKo_A0015,Borreliella afzelii (strain PKo) (Borrelia afzelii),390236,273,29630,SUBCELLULAR LOCATION: Cell outer membrane {ECO:0000305|PubMed:8432821}; Lipid-anchor {ECO:0000255|PROSITE-ProRule:PRU00303}. Cell surface {ECO:0000305|PubMed:8432821}.,"SIGNAL 1..16; /evidence=""ECO:0000255|PROSITE-ProRule:PRU00303""",,,,,reviewed
Q2FUY2,Q2FUY2,CLFB_STAA8,Clumping factor B (Fibrinogen receptor B) (Fibrinogen-binding protein B),clfB SAOUHSC_02963,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,877,93595,"SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000255|PROSITE-ProRule:PRU00477, ECO:0000269|PubMed:18800056, ECO:0000305|PubMed:11830639}; Peptidoglycan-anchor {ECO:0000255|PROSITE-ProRule:PRU00477, ECO:0000305|PubMed:11830639}. Note=Found in a ring-like distribution on the cell surface (PubMed:18800056). Colocalizes with SdrD (PubMed:18800056). Anchored to the cell wall by sortase A (Probable). {ECO:0000269|PubMed:18800056, ECO:0000305|PubMed:11830639}.","SIGNAL 1..44; /evidence=""ECO:0000255""",,,,,reviewed
Q2FVK2,Q2FVK2,HLGC_STAA8,Gamma-hemolysin component C (Leukocidin s subunit),hlgC SAOUHSC_02709,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,315,35614,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20472795}.,"SIGNAL 1..29; /evidence=""ECO:0000255""",,,,,reviewed
Q2FWP0,Q2FWP0,LUKL1_STAA8,Uncharacterized leukocidin-like protein 1,SAOUHSC_02241,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,338,38686,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20472795}.,"SIGNAL 1..29; /evidence=""ECO:0000255""","HELIX 234..236; /evidence=""ECO:0007829|PDB:5K59""; HELIX 238..240; /evidence=""ECO:0007829|PDB:6RHV""; HELIX 245..247; /evidence=""ECO:0007829|PDB:6RHV""; HELIX 250..253; /evidence=""ECO:0007829|PDB:6RHV""","STRAND 48..58; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 63..73; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 78..86; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 89..91; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 95..97; /evidence=""ECO:0007829|PDB:6RHW""; STRAND 102..119; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 122..133; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 135..137; /evidence=""ECO:0007829|PDB:5K59""; STRAND 141..151; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 154..157; /evidence=""ECO:0007829|PDB:5K59""; STRAND 162..164; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 166..186; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 192..201; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 204..206; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 209..211; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 221..224; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 227..230; /evidence=""ECO:0007829|PDB:6RHW""; STRAND 260..267; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 272..294; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 297..320; /evidence=""ECO:0007829|PDB:6RHV""; STRAND 325..331; /evidence=""ECO:0007829|PDB:6RHV""","TURN 59..62; /evidence=""ECO:0007829|PDB:6RHV""; TURN 215..218; /evidence=""ECO:0007829|PDB:6RHV""; TURN 321..324; /evidence=""ECO:0007829|PDB:6RHV""",,reviewed
Q2FXB0,Q2FXB0,LUKEV_STAA8,Leucotoxin LukEv (Variant of LukE),lukEv SAOUHSC_01955,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,306,34156,SUBCELLULAR LOCATION: Secreted {ECO:0000250}.,"SIGNAL 1..23; /evidence=""ECO:0000255""","HELIX 9..11; /evidence=""ECO:0007829|PDB:7P8S""; HELIX 91..93; /evidence=""ECO:0007829|PDB:7T82""; HELIX 214..217; /evidence=""ECO:0007829|PDB:7P8X""; HELIX 221..223; /evidence=""ECO:0007829|PDB:7P8X""; HELIX 226..229; /evidence=""ECO:0007829|PDB:7P8X""","STRAND 25..31; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 34..45; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 50..61; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 65..78; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 82..85; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 94..109; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 115..121; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 127..137; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 141..149; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 155..163; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 167..185; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 187..190; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 193..196; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 210..212; /evidence=""ECO:0007829|PDB:7P8T""; STRAND 236..243; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 244..246; /evidence=""ECO:0007829|PDB:3ROH""; STRAND 248..268; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 272..294; /evidence=""ECO:0007829|PDB:7P8X""; STRAND 299..303; /evidence=""ECO:0007829|PDB:7P8X""","TURN 46..49; /evidence=""ECO:0007829|PDB:7P8X""; TURN 138..140; /evidence=""ECO:0007829|PDB:7P8X""; TURN 200..203; /evidence=""ECO:0007829|PDB:7P8X""; TURN 269..271; /evidence=""ECO:0007829|PDB:7P8X""; TURN 295..298; /evidence=""ECO:0007829|PDB:7P8X""",,reviewed
Q2FZF0,Q2FZF0,ISDB_STAA8,Iron-regulated surface determinant protein B (Fur-regulated protein B) (Staphylococcal iron-regulated protein H) (Staphylococcus aureus surface protein J),isdB frpB sasJ sirH SAOUHSC_01079,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,645,72192,"SUBCELLULAR LOCATION: Secreted, cell wall {ECO:0000250|UniProtKB:A6QG30}; Peptidoglycan-anchor {ECO:0000250|UniProtKB:A6QG30}. Note=Anchored to the cell wall by sortase A. {ECO:0000250|UniProtKB:A6QG30}.","SIGNAL 1..40; /evidence=""ECO:0000255""","HELIX 362..366; /evidence=""ECO:0007829|PDB:6P9H""; HELIX 389..391; /evidence=""ECO:0007829|PDB:6P9H""; HELIX 436..438; /evidence=""ECO:0007829|PDB:6P9H""","STRAND 343..347; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 350..360; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 367..376; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 379..387; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 392..397; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 403..408; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 413..419; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 426..435; /evidence=""ECO:0007829|PDB:6P9H""; STRAND 440..451; /evidence=""ECO:0007829|PDB:6P9H""","TURN 409..412; /evidence=""ECO:0007829|PDB:6P9H""",,reviewed
Q2FZK7,Q2FZK7,ATL_STAA8,Bifunctional autolysin [Includes: N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28); Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96)],atl nag SAOUHSC_00994,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,1256,137384,"SUBCELLULAR LOCATION: Secreted {ECO:0000250}. Note=Secreted, and then anchored on the cell surface at the peripheral cell wall above the completed septum (septal region), for the next cell division cycle. {ECO:0000250}.","SIGNAL 1..29; /evidence=""ECO:0000255""","HELIX 224..231; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 274..284; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 313..316; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 331..352; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 370..376; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 386..391; /evidence=""ECO:0007829|PDB:4KNK""; HELIX 396..410; /evidence=""ECO:0007829|PDB:4KNK""","STRAND 239..241; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 261..266; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 291..294; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 299..301; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 310..312; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 320..325; /evidence=""ECO:0007829|PDB:4KNK""; STRAND 365..369; /evidence=""ECO:0007829|PDB:4KNK""","TURN 285..287; /evidence=""ECO:0007829|PDB:4KNK""; TURN 317..319; /evidence=""ECO:0007829|PDB:4KNK""; TURN 360..362; /evidence=""ECO:0007829|PDB:4KNK""",,reviewed
Q2G155,Q2G155,LIP2_STAA8,Lipase 2 (EC 3.1.1.3) (Glycerol ester hydrolase 2),lip2 geh SAOUHSC_00300,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,690,76388,SUBCELLULAR LOCATION: Secreted {ECO:0000269|PubMed:20472795}.,"SIGNAL 1..37; /evidence=""ECO:0000255""",,,,,reviewed
Q2G1N0,Q2G1N0,SBND_STAA8,Staphyloferrin B transporter,sbnD SAOUHSC_00078,Staphylococcus aureus (strain NCTC 8325 / PS 47),93061,418,44835,SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.,,,,,,reviewed
